,siren,departement,date_publication,activite_déclarée,code_ape,activte_insee,code_postal
173,892435611,59,2021-01-08,"Conseil pour les affaires. Prise de participations au capital ou d'intérêts dans toutes sociétés. Administration, gestion, contrôle, vente de ces participations. Détermination, mise en œuvre de la stratégie de groupe. Exercice de fonctions Managériales de toutes sociétés. Prestations de services, de conseil, d'assistance administrative, comptable et financière, commerciale, technique et stratégique, et informatique. Acquisition et gestion de tout portefeuille de valeurs mobilières et autres.",70.22Z,Conseil pour les affaires et autres conseils de gestion,59290
174,892481359,59,2021-01-08,"La conception, le développement, l'édition, l'exploitation de logiciels, ainsi que plus généralement de tous développements à caractère informatique et dans tous domaines d'activités notamment liés au développement commercial et marketing ; les activités de conseil et d'assistance dans tous domaines d'activité, notamment le développement commercial et marketing; l'activité de collecte, de traitement, d'exploitation et de commercialisation de données.",62.01Z,Programmation informatique,59510
175,831408976,59,2021-01-08,"Exploitation de centres de formation, de recherches, Consultance, recrutement de personnel, cours de langues, intermédiaire commercial, publicité, relations publiques, exploitation de logiciels.",85.59A,Formation continue d'adultes,59650
176,521810945,59,2021-01-08,Affrètement et organisation des transports - Autres activités de poste et de courrier - Location de véhicules de courte durée - Achat et vente de voitures d'occasion,49.41B,Transports routiers de fret de proximité,59800
177,927120360,60,2021-01-08,Négoce de fruits et légumes.,46.31Z,Commerce de gros (commerce interentreprises) de fruits et légumes,60000
178,892461518,60,2021-01-08,L'acquisition et gestion civile de biens immobiliers en vue de location non meublée et accessoirement meublée et/ou l'occupation à titre gratuit pour un usage propre.,68.20B,Location de terrains et d'autres biens immobiliers,60240
179,892462508,60,2021-01-08,"Acquisition, en état futur d'achèvement ou achevés, l'apport, la propriété, la mise en valeur, la transformation, la construction, l'aménagement, l'administration, la location et la vente (exceptionnelle) et la mise à disposition par prêt à usage aux associés, de tous biens et droits immobiliers dont elle est propriétaire.",68.20B,Location de terrains et d'autres biens immobiliers,60000
180,892446949,60,2021-01-08,Commerce de détail de vêtements et accessoires pour bébé.,47.71Z,Commerce de détail d'habillement en magasin spécialisé,60940
181,888025871,69,2021-01-08,"Épicerie, commerce de produits alimentaires et non alimentaires, traiteur, restauration sur place ou à emporter.",47.11B,Commerce d'alimentation générale,69009
182,891601668,69,2021-01-08,"Un fonds de commerce de fabrication et vente à emporter de pizzas, vente de viennoiseries et boissons alcoolisées et non alcoolisées",56.10C,Restauration de type rapide,69170
183,892311556,74,2021-01-08,Boucherie épicerie,47.22Z,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé,74100
184,849462668,75,2021-01-08,Marchands de vins brasserie gérance de débit de tabac validation de la française des jeux.,47.25Z,Commerce de détail de boissons en magasin spécialisé,75007
185,892552506,75,2021-01-08,"La restauration rapide: La vente au comptoir des aliments et des boissons présentés dans des conditionnements jetables que l'on peut consommer sur place ou emporter et la vente au comptoir des aliments et des boissons présentés dans des conditionnements jetables et/ou à fabriquer ou pré-cuisiner ; et toutes opérations industrielles, commerciales, financières, mobilières ou immobilières, se rapportant directement ou indirectement à l'objet social ou susceptibles d'en favoriser le développement.",56.10C,Restauration de type rapide,75010
186,889619870,75,2021-01-08,Activités des centres de culture physique,93.13Z,Activités des centres de culture physique,75016
187,879252310,75,2021-01-08,Bar-restaurant,56.30Z,Débits de boissons,75003
188,878299601,75,2021-01-08,Coursier livraison de repas et colis à vélo; activité de surveillance humaine et électronique; activité de prévention et de sécurité.,53.20Z,Autres activités de poste et de courrier,75001
189,892333220,75,2021-01-08,E-commerce de vente de vêtements en détail sur un site internet.,APE Non Diffusable,APE Non Diffusable,75015
190,379842495,75,2021-01-08,Coursier à vélo Coursier motorisé,47.89Z,Autres commerces de détail sur éventaires et marchés,75010
191,892455627,75,2021-01-08,Coursier à vélo,53.20Z,Autres activités de poste et de courrier,75011
192,892055807,75,2021-01-08,Chef de cuisine privé : préparation de repas au domicile des clients.,56.21Z,Services des traiteurs,75015
193,892446543,75,2021-01-08,Activités des agents et courtiers d'assurances.,66.22Z,Activités des agents et courtiers d'assurances,75003
194,892455700,75,2021-01-08,"Production et réalisation de vidéos, conseil et support en informatique.",59.11B,Production de films institutionnels et publicitaires,75012
195,892456443,75,2021-01-08,Livraison de repas a vélo.,53.20Z,Autres activités de poste et de courrier,75015
196,892462870,75,2021-01-08,Achat vente de produit d'occasion - économie circulaire - antiquité.,47.79Z,Commerce de détail de biens d'occasion en magasin,75008
197,892452020,75,2021-01-08,Livraison de repas et de courses à domicile à vélo.,53.20Z,Autres activités de poste et de courrier,75018
198,892487539,75,2021-01-08,Coursier à vélo.,53.20Z,Autres activités de poste et de courrier,75011
199,883433625,75,2021-01-08,Vente sur catalogue spécialisé en photographie. Vente d'accessoires numériques photos non réglementés.,74.20Z,Activités photographiques,75020
200,892459942,75,2021-01-08,Coursier à vélo.,53.20Z,Autres activités de poste et de courrier,75019
201,892071127,75,2021-01-08,"E-commerce achat et vente de logiciels Cao et Dao, prestations de services aux particuliers et aux entreprises, conseil en architecture, conception et dessins de plans en 2d et 3d, cours de dessin bâtiment assistés par ordinateur.",74.90B,"Activités spécialisées, scientifiques et techniques diverses",75020
202,892487232,75,2021-01-08,Commerce de détail sur internet,47.91A,Vente à distance sur catalogue général,75012
203,839966975,75,2021-01-08,"E-commerce, prestations de services, Analytics, fibre optique.",47.91B,Vente à distance sur catalogue spécialisé,75004
204,892454679,75,2021-01-08,Livraison de repas à domicile à vélo.,56.10C,Restauration de type rapide,75018
205,892472143,75,2021-01-08,"Vente de prestations dans le domaine du développement Web. Développement de sites internet, mise à jour de sites.",63.12Z,Portails Internet,75015
206,892254418,75,2021-01-08,Livraison de repas à domicile,53.20Z,Autres activités de poste et de courrier,75019
207,892446907,75,2021-01-08,Livreur de repas à vélo.,53.20Z,Autres activités de poste et de courrier,75011
208,892479668,75,2021-01-08,Vente à distance et en ligne de produits informatiques et téléphoniques.,47.91B,Vente à distance sur catalogue spécialisé,75001
209,840599526,75,2021-01-08,Livreur de repas à domicile (non motorisé).,53.20Z,Autres activités de poste et de courrier,75020
210,891909806,75,2021-01-08,Coursier à vélo,53.20Z,Autres activités de poste et de courrier,75020
211,892457649,75,2021-01-08,Vente & location d'équipement téléphonique,85.53Z,Enseignement de la conduite,75011
212,892461500,75,2021-01-08,Coursier à vélo.,53.20Z,Autres activités de poste et de courrier,75020
213,892440090,75,2021-01-08,Coursier à vélo.,53.20Z,Autres activités de poste et de courrier,75017
214,892477860,75,2021-01-08,Conseil et gestion des entreprises. Vente de prestations de mise en rayon et gestion de caisse aux entreprises.,70.22Z,Conseil pour les affaires et autres conseils de gestion,75008
215,892347840,75,2021-01-08,Vente en non sédentaire de brocante de tous produits non réglementés,47.89Z,Autres commerces de détail sur éventaires et marchés,75010
216,892484817,75,2021-01-08,Livraison a domicile de repas a vélo.,53.20Z,Autres activités de poste et de courrier,75015
217,892479577,75,2021-01-08,Exercice de la profession d'expert-comptable.,69.20Z,Activités comptables,75019
218,892495169,75,2021-01-08,"Prestation administrative, conseil expertise",70.22Z,Conseil pour les affaires et autres conseils de gestion,75006
219,892472689,75,2021-01-08,"Développement, croissance et diversification de son activité de formation et de produits qui en découlent. Préservation et amélioration de l'activité de formation des avocats mandataires en transactions immobilières. Edition juridique, mise à disposition de moyens auprès des avocats ou de leurs clients et toutes activités connexes, accessoires ou autres en relation directe ou indirecte avec l'objet social. Développer",85.59A,Formation continue d'adultes,75017
220,892495219,75,2021-01-08,Délégation de personnel intérimaire,78.20Z,Activités des agences de travail temporaire,75008
221,892480682,75,2021-01-08,"Réalisation, acquisition, cession, administration, exploitation, location, gestion et cession de tous biens et/ou droits immobiliers. La gestion de ces participations et/ou intérêts.",68.20B,Location de terrains et d'autres biens immobiliers,75116
222,892473992,75,2021-01-08,"La société a pour objet, en France et à l'étranger : services relatifs a la livraison d'aéronefs, ainsi que les activités liées a la location et sous-location des aéronefs ; ainsi que toute activité susceptible de favoriser directement ou indirectement l'objet ci-dessus.",77.35Z,Location et location-bail de matériels de transport aérien,75008
223,892481052,75,2021-01-08,"Alimentation générale, boucherie, bazar, produits exotiques, Import Export de tous produits non réglementés, plus généralement l'achat, la vente de tous produits manufacturés.",47.11B,Commerce d'alimentation générale,75010
224,892480450,75,2021-01-08,La prise à bail de tous locaux en vue notamment d'y exercer des activités hôtelière ou Parahôtelière et plus généralement tous type de mise à disposition de locaux par tous moyens avec fourniture de services.,55.10Z,Hôtels et hébergement similaire,75017
225,892481128,75,2021-01-08,Restauration de type rapide,56.10C,Restauration de type rapide,75020
226,892481185,75,2021-01-08,"Peinture et ravalement, isolation thermique intérieur et extérieur, montage et démontage d'échafaudage, revêtement sol et mur, petite maçonnerie, Plomberie, électricité",43.34Z,Travaux de peinture et vitrerie,75017
227,892552365,75,2021-01-08,"Gestion immobilière, gestion locative, administration de biens.",68.32A,Administration d'immeubles et autres biens immobiliers,75008
228,892481409,75,2021-01-08,non renseignee,70.10Z,Activités des sièges sociaux,non renseigne
229,892482019,75,2021-01-08,"La mise en place d'installations électriques de tous types, courant fort et faible, Domotique.",43.21A,Travaux d'installation électrique dans tous locaux,75685
230,892483413,75,2021-01-08,La programmation informatique pour le compte de tiers; conseil en développement et stratégie digitale; activités de formation au développement informatique.,62.01Z,Programmation informatique,75008
231,892477472,75,2021-01-08,"Les activités de transports routiers de fret interurbains, sur long distance et international ; les transports routiers de personnes ; tous types de transport et services touristiques, la conciergerie. L'exploitation de voiture de transport avec chauffeur (Vtc) et Transports de voyageurs par taxis. Toutes opérations quelconques contribuant à la réalisation de cet objet.",49.41A,Transports routiers de fret interurbains,75116
232,892497140,75,2021-01-08,Sponsoring,73.11Z,Activités des agences de publicité,75116
233,892481375,75,2021-01-08,"Achat, vente, Import Export, fabrication de prêt à porter.",46.42Z,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,75010
234,892481649,75,2021-01-08,"Directement ou indirectement le financement, l'acquisition directe ou indirecte, par voie d'apport ou autrement et la revente de tous types d'immeubles et/ou d'ensembles immobiliers à usage logistique, commercial, de bureau, d'habitation ou autre, l'administration, l'exploitation et/ou la mise à disposition sous forme de bail ou autrement de tous types et/ou d'ensembles immobiliers à usage logistique, commercial, de bureau, d'habitation ou autre. La participation à toutes opérations financières.",68.20B,Location de terrains et d'autres biens immobiliers,75116
235,892481458,75,2021-01-08,"Conseil pour les affaires et autres conseils de gestion. Prestations de conseil et accompagnement auprès des particuliers, des entreprises, des collectivités et autres organismes publics ou privés. Conseil en stratégie, organisation, management, gestion, commercial, ressources humaines, marketing et communication, de la conception à la mise en œuvre.",70.22Z,Conseil pour les affaires et autres conseils de gestion,75008
236,892462250,75,2021-01-08,Formation professionnelle pour adultes.,85.59A,Formation continue d'adultes,75005
237,892485905,75,2021-01-08,L'organisation et la gestion de programmes d'échange internationaux d'étudiants. Le conseil immobilier d'entreprise. La promotion et le développement du tourisme.,70.10Z,Activités des sièges sociaux,75015
238,892455809,75,2021-01-08,"La réalisation de toutes prestations de conseils, d'apports d'affaires, d'assistance opérationnelle aux entreprises et autres organisations publiques, parapubliques, et associatives en France et à l'étranger en matière de stratégie, gestion, management, recrutement, formation, ingénierie informatique, logistique, marketing, communication, vente et finance.",70.22Z,Conseil pour les affaires et autres conseils de gestion,75008
239,892480310,75,2021-01-08,"Construction, bâtiment.",41.20A,Construction de maisons individuelles,75012
240,892481227,75,2021-01-08,Activité de holding.,64.20Z,Activités des sociétés holding,75008
241,892483116,75,2021-01-08,"En France et à l'étranger, le développement de projets de centrales de production de combustibles gazeux, la production de combustibles gazeux ainsi que la production et la revente d'électricité, de gaz, de chaleur, de Digestats et compost.",35.11Z,Production d'électricité,75008
242,892483165,75,2021-01-08,"En France et à l'étranger, le développement de projets de centrales de production de combustibles gazeux, la production de combustibles gazeux ainsi que la production et la revente d'électricité, de gaz, de chaleur, de Digestats et compost",35.11Z,Production d'électricité,75008
243,892467606,75,2021-01-08,Commerce de détail de chaussures et articles liés,47.72A,Commerce de détail de la chaussure,75015
244,892481862,75,2021-01-08,"Acquisition, en état futur achèvement ou achevés, apport, propriété, mise en valeur, transformation, construction, aménagement, administration, location de tous biens et droits immobiliers, ainsi que de tous biens et droits accessoire, annexe ou complément des biens et droits immobiliers en question.",68.20B,Location de terrains et d'autres biens immobiliers,75015
245,892482530,75,2021-01-08,La prise de participation par voie d'achat de titres de souscription au capital initial ou d'augmentations de capital la détention de valeurs mobilières donnant accès au capital de société éligible à un dispositif relevant des art. 150-0b et 150-0Bter du Code Général des Impôts au titre de la souscription au capital d'entreprises et de toute autre entité qui contrôle est contrôlée par ou sous contrôle conjoint de cette société. La fourniture de prestations de service et de conseil.,64.20Z,Activités des sociétés holding,75008
246,892483629,75,2021-01-08,"L'acquisition, la propriété, la gestion, et notamment, l'exploitation par bail, location ou autrement, de tous immeubles dont elle se rendrait acquéreur.",68.20B,Location de terrains et d'autres biens immobiliers,75017
247,892449489,75,2021-01-08,"L'édition de logiciels et réalisation de prestations de conseil, développement de logiciels, vente de licences, de solutions informatiques, de prestations de services et de formation dans le domaine du Cloud Computing, de l'intelligence artificielle, de la Blockchain, des objets connectés et toutes autres technologies informatiques existantes ou à venir.",58.29C,Edition de logiciels applicatifs,75016
248,892447582,75,2021-01-08,Conseil en investissement.,66.19B,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",75008
249,892482050,75,2021-01-08,Nettoyage industriel et Multiservice.,81.22Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,75009
250,892455981,75,2021-01-08,"L'acquisition, l'administration et la gestion par location ou autrement de tous immeubles et biens immobiliers",68.20B,Location de terrains et d'autres biens immobiliers,75016
251,892479452,75,2021-01-08,"Création, production, diffusion de parfums d'intérieur.",46.45Z,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,75017
252,892484213,75,2021-01-08,"Fourniture de prestations de conseil informatique, audit, conseil en solutions logicielles, formation, organisation des systèmes d'information.",62.02A,Conseil en systèmes et logiciels informatiques,75006
253,892483819,75,2021-01-08,"La réalisation tous corps d'État notamment travaux de maçonnerie générale et gros œuvre Btp, carrelage, décoration, électricité, plomberie, menuiserie, travaux rénovation en bâtiment, sous-Traitance, pose de cloisons, revêtement sol souple, sol dur, murs, sanitaires, isolation extérieur et intérieur.",43.99C,Travaux de maçonnerie générale et gros œuvre de bâtiment,75014
254,892462193,75,2021-01-08,"L'activité de transaction sur immeubles et fonds de commerces ainsi que la gestion immobilière. Le conseil en gestion de patrimoine, l'ingénierie patrimoniale et le conseil financier",68.31Z,Agences immobilières,75116
255,892476706,75,2021-01-08,"Activités agence de publicité, création, conseil et réalisation de campagnes publicitaires sur tout type de supports.",73.11Z,Activités des agences de publicité,75005
256,892455734,75,2021-01-08,"Vente à distance sur catalogue spécialisé (4791b) Type de marchandises : Bicyclettes, vélos, Vtt ; Vêtements; Commerce de détail de vélos.",47.91B,Vente à distance sur catalogue spécialisé,75001
257,892453044,75,2021-01-08,"L'acquisition, la gestion, l'administration, la mise en valeur, la transformation, l'entretien, la location, la cession en totalité ou par fractions, de tous immeubles ou biens immobiliers à usage de bureaux, résidentiels.",68.20B,Location de terrains et d'autres biens immobiliers,75017
258,892450727,75,2021-01-08,non renseignee,56.10C,Restauration de type rapide,non renseigne
259,892483868,75,2021-01-08,Montage et démontage d'échafaudage,43.99B,Travaux de montage de structures métalliques,75020
260,892484015,75,2021-01-08,"La prise de participations dans toutes entreprises ou sociétés créées ou à créer, et ce par tout moyen, notamment par voie de création de sociétés nouvelles, d'apport, de souscription ou achat de titres ou droits sociaux, fusions, sociétés en participation, groupement d'intérêt économique ou autres.",64.20Z,Activités des sociétés holding,75007
261,892441056,75,2021-01-08,"Achat, vente, Import Export, fabrication de prêt à porter.",46.42Z,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,75010
262,883418543,75,2021-01-08,"Propriété, gestion, acquisition de biens immobiliers.",68.20B,Location de terrains et d'autres biens immobiliers,75019
263,892460858,75,2021-01-08,"L'acquisition, la construction, la cession et la gestion de tous tènements immobiliers à usage d'habitation, de bureaux, de locaux d'activité ou autres, ainsi que leur location à des tiers ; l'acquisition, la cession et la gestion de tous biens ou droits immobiliers.",68.10Z,Activités des marchands de biens immobiliers,75017
264,892480591,75,2021-01-08,"Acquisition, en état futur d'achèvement ou achevés, apport, propriété, mise en valeur, transformation, construction, aménagement, administration, location et vente (exceptionnelle) de tous biens et droits immobiliers.",68.20B,Location de terrains et d'autres biens immobiliers,75016
265,892485731,75,2021-01-08,L'activité de mandataire immobilier et intermédiaire d'apporteurs d'affaires.,68.31Z,Agences immobilières,75116
266,892499658,75,2021-01-08,"L'importation et la commercialisation de matériel d'échafaudage, de coffrages, d'échelles et de tout matériel pour les travaux de construction. Achat, vente et location, le montage et démontage d'échafaudage et le transport Desdits échafaudages.",77.32Z,Location et location-bail de machines et équipements pour la construction,75012
267,892485152,75,2021-01-08,Programmation informatique.,62.01Z,Programmation informatique,75015
268,892448267,75,2021-01-08,Le commerce de vêtements et de tous ses accessoires.,47.71Z,Commerce de détail d'habillement en magasin spécialisé,75007
269,892462441,75,2021-01-08,"L'exploitation de toute activité de loisirs et d'amusement pour adolescents et adultes située sur les lieux mis à disposition par les communes Françaises ou Etrangères, fêtes foraines, ainsi que toutes opérations commerciales, financières ou juridiques se rattachant à l'objet indiqué ci dessus.",93.29Z,Autres activités récréatives et de loisirs,75001
270,892485855,75,2021-01-08,"La fourniture à toutes entreprises et/ou sociétés de toutes prestations de services d'assistance et de conseils notamment en matière administrative, organisationnelle, informatique, financière, commerciale, stratégique, ressources humaines et/ou touchant la gestion en général plus particulièrement dans le secteur médical et paramédical.",70.22Z,Conseil pour les affaires et autres conseils de gestion,75001
271,892456062,75,2021-01-08,"L'acquisition, la souscription, la détention, la gestion et la cession, sous toute forme, de toute part sociale et de tout titre financier dans toutes sociétés ou entités juridiques, créées ou à créer, françaises ou étrangères.",64.20Z,Activités des sociétés holding,75008
272,892469990,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les Dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
273,892470014,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les Dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
274,892470022,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
275,892470030,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les Dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
276,892470048,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les Dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
277,892470089,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
278,892470097,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
279,892470113,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
280,892470147,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
281,892470154,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
282,892470170,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les Dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
283,892470188,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les Dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
284,892470196,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les Dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
285,892470220,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
286,892470253,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
287,892470279,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
288,892470287,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
289,892470295,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
290,892470303,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
291,892470311,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
292,892470394,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
293,892470428,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
294,892470444,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
295,892470451,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
296,892470485,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
297,892470501,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
298,892470527,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
299,892470550,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
300,892470576,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
301,892470600,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
302,892470618,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
303,892470642,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
304,892470659,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les Dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
305,892470667,75,2021-01-08,"L'acquisition, la location et l'exploitation, directe ou indirecte, de tous matériels destinés à des entreprises situées dans les Dom-Com, entrant notamment dans le cadre des activités régies par l'article 199 Undecies B du Cgi.",77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",75008
